번호,지역,상호,주소,기간,상표,셀프여부,고급휘발유,휘발유,경유,실내등유
A0000567,서울 강서구,유턴주유소,서울 강서구 남부순환로 57,20260320,알뜰주유소,셀프,0,1795,1799,1550
A0000567,서울 강서구,유턴주유소,서울 강서구 남부순환로 57,20260321,알뜰주유소,셀프,0,1795,1789,1550
A0000567,서울 강서구,유턴주유소,서울 강서구 남부순환로 57,20260322,알뜰주유소,셀프,0,1795,1789,1550
A0000567,서울 강서구,유턴주유소,서울 강서구 남부순환로 57,20260323,알뜰주유소,셀프,0,1795,1789,1550
A0000567,서울 강서구,유턴주유소,서울 강서구 남부순환로 57,20260324,알뜰주유소,셀프,0,1795,1789,1550
A0000567,서울 강서구,유턴주유소,서울 강서구 남부순환로 57,20260325,알뜰주유소,셀프,0,1795,1789,1550
A0000567,서울 강서구,유턴주유소,서울 강서구 남부순환로 57,20260326,알뜰주유소,셀프,0,1795,1789,1550
A0000567,서울 강서구,유턴주유소,서울 강서구 남부순환로 57,20260327,알뜰주유소,셀프,0,1795,1789,1550
A0000567,서울 강서구,유턴주유소,서울 강서구 남부순환로 57,20260328,알뜰주유소,셀프,0,1795,1789,1550
A0000567,서울 강서구,유턴주유소,서울 강서구 남부순환로 57,20260329,알뜰주유소,셀프,0,1795,1789,1550
A0000567,서울 강서구,유턴주유소,서울 강서구 남부순환로 57,20260330,알뜰주유소,셀프,0,1845,1839,1550
A0000567,서울 강서구,유턴주유소,서울 강서구 남부순환로 57,20260331,알뜰주유소,셀프,0,1845,1839,1550
A0000567,서울 강서구,유턴주유소,서울 강서구 남부순환로 57,20260401,알뜰주유소,셀프,0,1875,1869,1550
A0000567,서울 강서구,유턴주유소,서울 강서구 남부순환로 57,20260402,알뜰주유소,셀프,0,1895,1889,1550
A0000567,서울 강서구,유턴주유소,서울 강서구 남부순환로 57,20260403,알뜰주유소,셀프,0,1925,1919,1550
A0000567,서울 강서구,유턴주유소,서울 강서구 남부순환로 57,20260404,알뜰주유소,셀프,0,1925,1919,1595
A0000567,서울 강서구,유턴주유소,서울 강서구 남부순환로 57,20260405,알뜰주유소,셀프,0,1945,1939,1595
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260306,HD현대오일뱅크,셀프,0,1967,1997,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260307,HD현대오일뱅크,셀프,0,1967,1997,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260308,HD현대오일뱅크,셀프,0,1967,1997,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260309,HD현대오일뱅크,셀프,0,1967,1997,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260310,HD현대오일뱅크,셀프,0,1897,1939,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260311,HD현대오일뱅크,셀프,0,1889,1857,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260312,HD현대오일뱅크,셀프,0,1820,1799,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260313,HD현대오일뱅크,셀프,0,1789,1797,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260314,HD현대오일뱅크,셀프,0,1789,1797,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260315,HD현대오일뱅크,셀프,0,1789,1797,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260316,HD현대오일뱅크,셀프,0,1789,1797,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260317,HD현대오일뱅크,셀프,0,1789,1797,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260318,HD현대오일뱅크,셀프,0,1776,1776,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260319,HD현대오일뱅크,셀프,0,1776,1776,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260320,HD현대오일뱅크,셀프,0,1776,1776,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260321,HD현대오일뱅크,셀프,0,1776,1776,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260322,HD현대오일뱅크,셀프,0,1776,1776,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260323,HD현대오일뱅크,셀프,0,1776,1776,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260324,HD현대오일뱅크,셀프,0,1776,1776,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260325,HD현대오일뱅크,셀프,0,1776,1776,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260326,HD현대오일뱅크,셀프,0,1776,1776,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260327,HD현대오일뱅크,셀프,0,1776,1776,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260328,HD현대오일뱅크,셀프,0,1986,1986,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260329,HD현대오일뱅크,셀프,0,1986,1986,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260330,HD현대오일뱅크,셀프,0,1986,1986,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260331,HD현대오일뱅크,셀프,0,1986,1986,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260401,HD현대오일뱅크,셀프,0,1986,1986,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260402,HD현대오일뱅크,셀프,0,1986,1986,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260403,HD현대오일뱅크,셀프,0,1986,1986,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260404,HD현대오일뱅크,셀프,0,1986,1986,0
A0000549,서울 강서구,이케이에너지(주) 강서주유소,서울 강서구 화곡로 273 (화곡동),20260405,HD현대오일뱅크,셀프,0,1986,1986,0
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260306,GS칼텍스,셀프,2017,1797,1794,1600
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260307,GS칼텍스,셀프,2017,1797,1794,1700
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260308,GS칼텍스,셀프,2017,1812,1809,1700
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260309,GS칼텍스,셀프,2017,1807,1799,1700
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260310,GS칼텍스,셀프,2017,1807,1789,1700
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260311,GS칼텍스,셀프,2017,1807,1789,1700
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260312,GS칼텍스,셀프,2017,1807,1789,1700
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260313,GS칼텍스,셀프,2017,1807,1789,1700
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260314,GS칼텍스,셀프,2017,1807,1799,1700
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260315,GS칼텍스,셀프,2017,1807,1799,1700
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260316,GS칼텍스,셀프,2017,1807,1799,1700
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260317,GS칼텍스,셀프,2017,1807,1799,1700
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260318,GS칼텍스,셀프,2017,1807,1799,1700
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260319,GS칼텍스,셀프,2017,1807,1799,1700
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260320,GS칼텍스,셀프,2017,1807,1789,1700
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260321,GS칼텍스,셀프,2017,1807,1789,1700
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260322,GS칼텍스,셀프,2017,1807,1789,1700
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260323,GS칼텍스,셀프,2017,1807,1789,1700
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260324,GS칼텍스,셀프,2017,1807,1789,1700
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260325,GS칼텍스,셀프,2017,1807,1789,1700
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260326,GS칼텍스,셀프,2017,1807,1789,1700
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260327,GS칼텍스,셀프,2017,1807,1789,1700
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260328,GS칼텍스,셀프,2017,1807,1789,1700
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260329,GS칼텍스,셀프,2017,1807,1789,1700
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260330,GS칼텍스,셀프,2017,1807,1789,1700
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260331,GS칼텍스,셀프,2017,1807,1789,1700
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260401,GS칼텍스,셀프,2017,1807,1789,1700
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260402,GS칼텍스,셀프,2117,1857,1839,1750
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260403,GS칼텍스,셀프,2117,1807,1789,1750
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260404,GS칼텍스,셀프,2117,1807,1789,1750
A0000495,서울 강서구,지에스칼텍스㈜ 경인고속주유소,서울 강서구 국회대로 225 (화곡동),20260405,GS칼텍스,셀프,2117,1857,1839,1750
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260306,S-OIL,셀프,0,1998,2198,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260307,S-OIL,셀프,0,1998,2198,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260308,S-OIL,셀프,0,1998,2198,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260309,S-OIL,셀프,0,1998,2198,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260310,S-OIL,셀프,0,1998,2198,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260311,S-OIL,셀프,0,1998,2198,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260312,S-OIL,셀프,0,1998,2198,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260313,S-OIL,셀프,0,1998,2198,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260314,S-OIL,셀프,0,1998,1998,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260315,S-OIL,셀프,0,1998,1998,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260316,S-OIL,셀프,0,1998,1998,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260317,S-OIL,셀프,0,1998,1998,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260318,S-OIL,셀프,0,1998,1998,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260319,S-OIL,셀프,0,1998,1998,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260320,S-OIL,셀프,0,1998,1998,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260321,S-OIL,셀프,0,1998,1998,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260322,S-OIL,셀프,0,1998,1998,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260323,S-OIL,셀프,0,1998,1998,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260324,S-OIL,셀프,0,1998,1998,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260325,S-OIL,셀프,0,1998,1998,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260326,S-OIL,셀프,0,1998,1998,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260327,S-OIL,셀프,0,1998,1998,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260328,S-OIL,셀프,0,1998,1998,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260329,S-OIL,셀프,0,1998,1998,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260330,S-OIL,셀프,0,2178,2150,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260331,S-OIL,셀프,0,2135,2135,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260401,S-OIL,셀프,0,2135,2135,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260402,S-OIL,셀프,0,2135,2135,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260403,S-OIL,셀프,0,2135,2135,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260404,S-OIL,셀프,0,2135,2135,0
A0000498,서울 강서구,참솔에너지,서울 강서구 벌말로 281 (오곡동),20260405,S-OIL,셀프,0,2135,2135,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260306,SK에너지,일반,2128,1928,1948,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260307,SK에너지,일반,2128,1958,1998,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260308,SK에너지,일반,2128,1958,1998,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260309,SK에너지,일반,2128,1988,1998,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260310,SK에너지,일반,2128,1988,1998,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260311,SK에너지,일반,2128,1988,1998,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260312,SK에너지,일반,2128,1988,1998,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260313,SK에너지,일반,2098,1898,1898,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260314,SK에너지,일반,2098,1898,1898,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260315,SK에너지,일반,2098,1898,1898,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260316,SK에너지,일반,2098,1898,1898,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260317,SK에너지,일반,2098,1898,1898,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260318,SK에너지,일반,2098,1898,1898,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260319,SK에너지,일반,2098,1898,1898,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260320,SK에너지,일반,2098,1898,1898,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260321,SK에너지,일반,2098,1898,1898,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260322,SK에너지,일반,2098,1898,1898,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260323,SK에너지,일반,2098,1898,1898,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260324,SK에너지,일반,2098,1898,1898,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260325,SK에너지,일반,2098,1898,1898,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260326,SK에너지,일반,2098,1898,1898,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260327,SK에너지,일반,2098,1898,1898,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260328,SK에너지,일반,2098,1898,1898,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260329,SK에너지,일반,2098,1898,1898,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260330,SK에너지,일반,2298,1998,1998,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260331,SK에너지,일반,2298,1998,1998,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260401,SK에너지,일반,2298,1998,1998,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260402,SK에너지,일반,2298,1998,1998,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260403,SK에너지,일반,2298,1998,1998,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260404,SK에너지,일반,2298,1998,1998,0
A0000534,서울 강서구,코리나(주)청룡주유소,서울 강서구 양천로 576,20260405,SK에너지,일반,2298,1998,1998,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260306,S-OIL,셀프,2028,1948,2147,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260307,S-OIL,셀프,2028,1948,2147,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260308,S-OIL,셀프,2028,1948,2147,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260309,S-OIL,셀프,2028,1987,2187,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260310,S-OIL,셀프,2028,1987,2187,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260311,S-OIL,셀프,2028,1987,2187,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260312,S-OIL,셀프,1988,1898,2098,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260313,S-OIL,셀프,2088,1789,1797,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260314,S-OIL,셀프,2088,1789,1797,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260315,S-OIL,셀프,2088,1789,1797,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260316,S-OIL,셀프,2088,1789,1797,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260317,S-OIL,셀프,2435,1825,1814,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260318,S-OIL,셀프,2435,1779,1789,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260319,S-OIL,셀프,2025,1787,1795,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260320,S-OIL,셀프,2025,1787,1795,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260321,S-OIL,셀프,2025,1887,1795,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260322,S-OIL,셀프,2025,1887,1795,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260323,S-OIL,셀프,2025,1887,1768,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260324,S-OIL,셀프,2025,1787,1768,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260325,S-OIL,셀프,2025,1787,1768,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260326,S-OIL,셀프,2088,1787,1768,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260327,S-OIL,셀프,2147,1998,1998,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260328,S-OIL,셀프,2287,1998,1998,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260329,S-OIL,셀프,2287,1998,1998,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260330,S-OIL,셀프,2287,1986,1986,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260331,S-OIL,셀프,2287,1986,1986,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260401,S-OIL,셀프,2287,1986,1986,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260402,S-OIL,셀프,2287,1986,1986,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260403,S-OIL,셀프,2287,1986,1986,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260404,S-OIL,셀프,2287,1986,1986,0
A0000520,서울 강서구,피트인 하이웨이,서울 강서구 공항대로 432,20260405,S-OIL,셀프,2287,1986,1986,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260306,HD현대오일뱅크,셀프,2027,1827,1885,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260307,HD현대오일뱅크,셀프,2027,1958,1998,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260308,HD현대오일뱅크,셀프,2027,1958,1998,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260309,HD현대오일뱅크,셀프,2027,1958,1998,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260310,HD현대오일뱅크,셀프,2027,1958,1998,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260311,HD현대오일뱅크,셀프,2027,1899,1968,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260312,HD현대오일뱅크,셀프,2027,1879,1935,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260313,HD현대오일뱅크,셀프,2027,1879,1935,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260314,HD현대오일뱅크,셀프,2027,1798,1799,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260315,HD현대오일뱅크,셀프,2027,1798,1799,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260316,HD현대오일뱅크,셀프,2027,1798,1799,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260317,HD현대오일뱅크,셀프,2027,1798,1799,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260318,HD현대오일뱅크,셀프,2027,1798,1799,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260319,HD현대오일뱅크,셀프,2027,1798,1799,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260320,HD현대오일뱅크,셀프,2027,1798,1799,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260321,HD현대오일뱅크,셀프,2027,1798,1799,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260322,HD현대오일뱅크,셀프,2027,1798,1799,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260323,HD현대오일뱅크,셀프,2027,1798,1799,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260324,HD현대오일뱅크,셀프,2027,1798,1799,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260325,HD현대오일뱅크,셀프,2059,1798,1799,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260326,HD현대오일뱅크,셀프,2059,1798,1799,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260327,HD현대오일뱅크,셀프,2297,1999,1999,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260328,HD현대오일뱅크,셀프,2297,1999,1999,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260329,HD현대오일뱅크,셀프,2297,1999,1999,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260330,HD현대오일뱅크,셀프,2297,1999,1999,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260331,HD현대오일뱅크,셀프,2297,1999,1999,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260401,HD현대오일뱅크,셀프,2297,1999,1999,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260402,HD현대오일뱅크,셀프,2297,1999,1999,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260403,HD현대오일뱅크,셀프,2297,1999,1999,0
A0000565,서울 강서구,행촌에너지 공항주유소,서울 강서구 개화동로 420 (개화동),20260404,HD현대오일뱅크,셀프,2297,1999,1999,0
